"practice_code","practice_name","postcode","latitude","longitude","lad_code","number_of_patients","admin_non_clinical","direct_patient_care","gp","nurses","total_appointments","estimated_wait_time"
"Y02767","The Height General Practice","M6 7NJ","53.500671","-2.308735","E08000006",6557,"22","2","8","0","2740","6.13"
"P87040","Sorrel Bank Medical Practice","M6 7HL","53.493344","-2.294815","E08000006",8617,"22","2","24","6","3738","6.44"
"P87027","Langworthy Medical Practice","M6 5WW","53.489371","-2.294771","E08000006",18830,"64","8","40","12","5529","9.76"
"P87639","Cornerstone Medical Practice","M6 5QQ","53.483802","-2.296918","E08000006",4283,"18","2","6","4","2285","4.55"
"P87004","1/Salford Medical Practice","M6 5PP","53.487206","-2.294577","E08000006",14596,"28","8","22","4","4453","4.48"
"P87015","Pendleton Medical Centre","M6 5FX","53.488361","-2.284742","E08000006",7775,"20","6","12","2","2213","5.87"
"P87634","Clarendon Surgery","M6 5FX","53.488361","-2.284742","E08000006",10801,"30","4","22","4","7652","2.15"
"Y02625",NULL,"M6 5FW","53.488703","-2.289026","E08000006",1226,"0","0","0","0","2690","4.10"
"P87658","The Willows Medical Practice","M5 5JR","53.485461","-2.309137","E08000006",3754,"14","0","6","4","1219","4.61"
"P87035","Ordsall Health Surgery","M5 3PH","53.473882","-2.280291","E08000006",11775,"46","6","18","4","6072","6.13"
"P87625","Dearden Avenue Medical Practice","M28 0BB","53.527129","-2.418653","E08000006",2764,"12","0","6","2","1039","7.54"
"P87025","The Lakes Medical Practice","M27 4AF","53.509205","-2.33372","E08000006",10162,"26","4","14","10","4466","8.50"
"P87661","Manchester Road East Medical Practice","M28 0BB","53.527129","-2.418653","E08000006",2394,"12","0","4","2","681","3.26"
"Y00445","Salford Primary Care Together","M28 0BB","53.527129","-2.418653","E08000006",19480,"118","14","38","56","8323","8.59"
"P87630","Cherry Medical Practice","M28 0AY","53.529872","-2.423902","E08000006",3169,"8","2","4","4","2051","3.12"
"P87019","Silverdale Medical Practice","M27 8HP","53.518793","-2.331475","E08000006",12848,"36","14","16","8","6737","6.22"
"P87657","(Irlam) Salford Care Ctrs Medical Practi","M44 6DP","53.449107","-2.417074","E08000006",4222,"14","2","6","4","2509","5.08"
"P87648","Reut Medical Practice","M7 4NX","53.506995","-2.26047","E08000006",7650,"18","6","6","6","2226","1.81"
"P87026","Newbury Green Medical Practice","M7 4NX","53.506995","-2.26047","E08000006",13638,"62","10","24","8","5612","6.85"
"P87613","Cleggs Lane Medical Practice/129","M38 9RS","53.534939","-2.419336","E08000006",4774,"14","2","4","6","1968","4.60"
"P87649","Chapel Group Medical Centre","M44 6FE","53.449094","-2.418293","E08000006",6202,"18","4","8","2","2080","8.76"
"Y02622","Blackfriars","M3 6AF","53.483791","-2.25433","E08000006",15899,"26","20","8","4","6100","4.62"
"P88625","Archwood Medical Practice","SK6 1ND","53.426289","-2.099661","E08000007",7783,"28","8","18","6","3989","6.48"
"P88043","Brinnington Surgery","SK5 8BS","53.427651","-2.132367","E08000007",9514,"24","4","36","8","4393","9.66"
"P88005","Family Surgery","SK5 6RN","53.44592","-2.156963","E08000007",11480,"34","6","22","4","4286","9.38"
"P88018","Park View Group Practice","SK5 6ET","53.445476","-2.160577","E08000007",10381,"28","12","16","6","4015","8.73"
"P88026","Heaton Moor Medical Group","SK4 4NX","53.424819","-2.180393","E08000007",54195,"210","24","68","20","24566","6.27"
"P88008","Heaton Mersey Med.Pract.","SK4 3BT","53.412519","-2.205118","E08000007",8535,"20","2","14","4","3768","9.42"
"P88011","Heaton Norris Medical Practice","SK4 1JX","53.416532","-2.16793","E08000007",10612,"42","8","22","8","4763","8.27"
"P88632","Stockport Medical Group","SK3 9NX","53.402873","-2.177788","E08000007",18287,"62","18","49","10","8073","7.20"
"P88013","Caritas General Practice Partnership","SK3 0RQ","53.400375","-2.194607","E08000007",12501,"6","2","24","8","5931","6.83"
"P88019","Alvanley Family Practice","SK6 1ND","53.426289","-2.099661","E08000007",5494,"16","4","16","2","2904","5.48"
"P88009","Woodley Village Surgery","SK6 1ND","53.426289","-2.099661","E08000007",3157,"6","0","0","0","704","10.30"
"P88044","Bredbury Medical Centre","SK6 2AH","53.422915","-2.114054","E08000007",5357,"20","2","14","2","2239","5.63"
"P88017","Chadsfield Medical Practice","SK6 4QR","53.414998","-2.08993","E08000007",6654,"28","2","22","2","3353","5.48"
"P88031","Bracondale Medical Centre","SK2 6EQ","53.393998","-2.147089","E08000007",5869,"22","4","16","4","3012","6.81"
"P88003","Manor Medical Practice","SK2 5AR","53.403467","-2.136713","E08000007",9707,"42","6","16","12","4733","5.82"
"P88002","Marple Bridge Surgery","SK6 5AA","53.40061","-2.053322","E08000007",6302,"26","2","12","8","3100","5.81"
"P88021","Marple Medical Practice","SK6 6AB","53.39495","-2.064954","E08000007",6891,"32","6","16","6","2849","4.75"
"P88006","Marple Cottage Surgery","SK6 6BW","53.392725","-2.061042","E08000007",11484,"38","6","24","6","5964","5.73"
"P88623","High Lane Medical Centre","SK6 8DR","53.364978","-2.075293","E08000007",7420,"20","2","12","4","4143","3.94"
"P88041","The Village Surgery","SK7 2DN","53.35927","-2.165195","E08000007",8482,"20","2","18","6","3796","6.35"
"P88015","Bramhall Health Centre","SK7 2DY","53.36001","-2.162929","E08000007",12056,"48","6","20","6","8014","5.10"
"P88615","Vernon Park Surgery","SK1 2EX","53.418469","-2.142688","E08000007",3439,"12","0","4","4","1357","4.40"
"P88016","Bramhall & Shaw Heath Medical Group","SK7 3EP","53.376037","-2.162344","E08000007",13724,"22","4","22","4","5346","5.81"
"P88606","Springfield Surgery","SK7 4AA","53.382123","-2.122963","E08000007",5784,"18","2","14","0","2769","7.14"
"P88012","Beech House Medical Pract","SK7 4QR","53.379406","-2.118146","E08000007",7866,"28","6","14","8","3786","5.63"
"P88020","Cheadle Medical Practice","SK8 1BH","53.393745","-2.213539","E08000007",11734,"42","4","16","6","6726","4.52"
"P88014","Adshall Road Medical Prac","SK8 2JN","53.390044","-2.191072","E08000007",4907,"26","6","14","4","2051","4.16"
"P88042","Finney Lane Surgery","SK8 3JD","53.369878","-2.229276","E08000007",6943,"26","2","16","4","3502","5.16"
"P88023","Heald Green Health Centre 2","SK8 3JD","53.369878","-2.229276","E08000007",7525,"28","0","16","4","3387","4.71"
"P88024","Gatley Medical Centre","SK8 4DG","53.393794","-2.235344","E08000007",10262,"34","6","22","0","5354","7.29"
"P88025","Hulme Hall Medical Group","SK8 6LU","53.366475","-2.191357","E08000007",10483,"37","2","24","8","5000","5.83"
"P88007","Cheadle Hulme Medical Group","SK8 6LU","53.366475","-2.191357","E08000007",14638,"36","4","20","10","5724","7.15"
"P89014","Haughton Thornley Medical Centres","SK14 1JY","53.446746","-2.076116","E08000008",12715,"30","6","18","8","4272","8.14"
"P89025","Town Hall Surgery","SK16 4LD","53.478374","-2.092973","E08000008",2918,"12","2","6","2","1225","4.87"
"P89022","King Street Medical Centre","SK16 4JZ","53.478589","-2.093455","E08000008",3347,"14","4","14","4","1169","8.31"
"P89002","The Brooke Surgery","SK14 1AT","53.452136","-2.081215","E08000008",20293,"20","22","20","6","8462","6.52"
"P89021","Dukinfield Medical Practice","SK16 4DB","53.476538","-2.083416","E08000008",11074,"38","6","26","6","3515","8.15"
"Y02663","Droylsden Medical Practice","M43 7NP","53.487166","-2.145664","E08000008",4391,"12","4","4","4","1400","9.72"
"P89020","Ht Practice","OL7 0NW","53.478305","-2.110496","E08000008",7681,"24","4","10","2","3202","8.48"
"Y02936","Millbrook Medical Practice","SK15 3BJ","53.492265","-2.034281","E08000008",3545,"18","4","8","6","1016","7.78"
"P89613","Waterloo Medical Centre","OL7 9EJ","53.498778","-2.103916","E08000008",3540,"12","2","4","2","1292","10.42"
"Y02713","Guide Bridge Medical Practice","M34 5HY","53.471588","-2.113281","E08000008",4640,"18","4","6","2","1422","8.33"
"P89018","Denton Medical Practice","M34 3JE","53.45991","-2.115509","E08000008",8603,"32","6","22","6","3654","9.14"
"P89030","West End Medical Centre","OL7 0LH","53.48085","-2.107519","E08000008",3914,"20","2","10","2","1685","9.07"
"P89029","Market Street Medical Practice","M43 6DE","53.478949","-2.145634","E08000008",7409,"24","2","14","4","3622","5.04"
"P89010","Medlock Vale Medical Practice","M43 7BW","53.479062","-2.142502","E08000008",7565,"8","4","16","4","2971","8.53"
"P89005","Lockside Medical Centre","SK15 2PT","53.484945","-2.046286","E08000008",8384,"30","6","12","8","4190","8.89"
"P89023","St. Andrew'S House Surgery","SK15 2AU","53.484668","-2.059094","E08000008",5827,"18","2","22","2","5082","7.73"
"P89007","Staveleigh Medical Centre","SK15 2AE","53.484571","-2.058251","E08000008",7791,"36","6","27","2","3636","12.69"
"P89026","Grosvenor Medical Centre","SK15 1RZ","53.481452","-2.059105","E08000008",6394,"24","8","14","4","2252","11.29"
"P89609","Stamford House","OL6 9QH","53.493647","-2.078642","E08000008",4911,"16","4","10","6","4320","4.32"
"P89618","Pike Medical Practice","OL5 0HE","53.517861","-2.045643","E08000008",3098,"14","2","2","0","1069","5.89"
"P89612","Mossley Medical Practice","OL5 9AB","53.51405","-2.04063","E08000008",2245,"12","10","2","8","724","7.65"
"P89006","Pennine Medical Centre","OL5 9AJ","53.515337","-2.040966","E08000008",11388,"30","8","24","10","6427","4.11"
"P89008","Ashton Medical Group","OL6 6EW","53.489505","-2.088807","E08000008",17054,"42","12","26","14","8235","7.45"
"P89003","Albion Medical Practice","OL6 6HF","53.489604","-2.088476","E08000008",9982,"22","2","20","8","3047","7.24"
"P89011","Gordon Street Medical Centre","OL6 6NE","53.49291","-2.078053","E08000008",5268,"16","2","8","0","1616","9.44"
"Y02586","Ashton Gp Service","OL6 7SR","53.485827","-2.099981","E08000008",5343,"6","2","6","2","1541","7.33"
"P89602","The Smithy Surgery","SK14 8LN","53.461818","-1.994509","E08000008",3837,"14","2","6","6","1225","7.48"
"P89004","Awburn House Medical Practice","SK14 6LA","53.458105","-2.011","E08000008",6255,"18","4","8","2","2600","6.37"
"P89013","Hattersley Group Practice","SK14 3EH","53.450228","-2.027426","E08000008",4959,"14","2","4","2","1527","12.65"
"P89012","Clarendon Medical Centre","SK14 2AQ","53.45264","-2.079951","E08000008",6809,"26","4","8","4","3139","7.07"
"P89015","Millgate Healthcare Partnership","M34 2AJ","53.455602","-2.118464","E08000008",20938,"42","4","24","6","11560","5.52"
"P89016","Donneybrook Medical Centre","SK14 2AH","53.452631","-2.080237","E08000008",8021,"22","8","14","4","4211","3.97"
"P91604","St Johns Medical Centre","WA14 1PF","53.387437","-2.35263","E08000009",16541,"40","2","30","8","6279","4.67"
"P91603","Barrington Medical Centre","WA14 1PF","53.387437","-2.35263","E08000009",7577,"26","2","18","6","2074","10.58"
"P91004","Altrincham Medical Practice","WA14 2DD","53.38451","-2.351614","E08000009",8526,"24","2","14","4","2949","5.24"
"P91016","West Timperley Medical Centre","WA14 5PF","53.402699","-2.353117","E08000009",9402,"40","0","8","4","2669","8.31"
"P91006","Urmston Group Practice","M41 8AA","53.452491","-2.394066","E08000009",13246,"62","0","26","12","4273","7.97"
"P91029","Flixton Road Medical Centre","M41 5BG","53.448267","-2.362664","E08000009",11849,"64","10","26","6","5386","6.09"
"P91014","Washway Road Medical Centre","M33 7SS","53.422516","-2.328288","E08000009",16379,"52","6","28","8","5560","8.41"
"P91017","Bodmin Road Health Centre","M33 5JH","53.428123","-2.351718","E08000009",8882,"34","2","22","6","2526","5.08"
"P91020","Limelight Health And Wellbeing Hub","M16 9NW","53.461412","-2.261969","E08000009",9512,"43","8","24","4","4391","6.45"
"P91012","Primrose Surgery","M41 7AB","53.456159","-2.357311","E08000009",7531,"26","8","18","6","3597","5.35"
"P91021","Firsway Health Centre","M33 4BR","53.421289","-2.355468","E08000009",15225,"68","8","38","0","6012","7.38"
"P91035","Conway Road Medical Practice","M33 2TB","53.417873","-2.303561","E08000009",13547,"32","2","22","8","4649","5.72"
"P91013","Boundary House Medical Centre","M33 2RH","53.415635","-2.288936","E08000009",11474,"36","8","27","4","4657","2.92"
"P91627","Lostock Medical Centre","M32 9PA","53.45458","-2.328128","E08000009",8734,"22","8","10","0","2942","4.54"
"P91629","North Trafford Group Practice","M32 0PA","53.453953","-2.299421","E08000009",15245,"44","9","28","4","8614","3.99"
"P91018","Delamere Medical Practice","M32 0DF","53.450859","-2.30738","E08000009",14816,"40","0","22","6","4740","12.54"
"P91019","Partington Central Surgery","M31 4FY","53.416781","-2.425016","E08000009",3686,"14","2","6","2","1311","7.19"
"P91026","Partington Family Practice","M31 4FL","53.417784","-2.42617","E08000009",6535,"14","2","14","2","2609","6.09"
"P91008","Shay Lane Medical Centre (Kelman)","WA15 8NZ","53.372189","-2.31556","E08000009",6224,"26","4","10","2","2330","5.21"
"P91011","Shay Lane Medical Centre (Patel)","WA15 8NZ","53.372189","-2.31556","E08000009",5572,"22","0","4","4","1741","1.57"
"P91003","Park Medical Practice","WA15 7XR","53.398559","-2.315695","E08000009",7928,"28","2","10","2","2981","6.73"
"P91007","Timperley Health Centre (Westwood)","WA15 6PH","53.397228","-2.323566","E08000009",6342,"8","0","2","4","2167","4.47"
"P91623","Village Surgery","WA15 6PH","53.397228","-2.323566","E08000009",7643,"14","2","8","2","2373","7.51"
"P91631","Riddings Family Health Centre","WA15 6BP","53.404424","-2.331291","E08000009",3671,"10","0","4","2","1119","5.78"
"P91009","Davyhulme Medical Centre","M41 7WJ","53.459483","-2.366782","E08000009",10933,"44","8","26","8","4656","9.67"
"P91617","Family Surgery","WA14 1LL","53.396194","-2.346055","E08000009",2391,"10","2","2","2","728","1.86"
"P92007","Old Henry Street Med Ctr","WN7 2PG","53.493535","-2.511926","E08000010",6309,"20","2","22","6","2877","4.57"
"P92017","Shevington Surgery","WN6 8ET","53.574041","-2.69942","E08000010",13302,"46","18","18","16","4536","6.53"
"P92648","Slag Lane Mc","WA3 2EZ","53.478569","-2.575634","E08000010",5686,"20","2","2","4","2936","2.28"
"P92633","Bee Fold Medical Centre","M46 0BD","53.521372","-2.499759","E08000010",3519,"8","0","0","0","1341","6.57"
"P92635","Dr Vasanth","M46 0LE","53.527489","-2.500811","E08000010",1998,"16","0","4","2","487","6.91"
"Y02886","Leigh Sports Village","WN7 4JY","53.489454","-2.531079","E08000010",4529,"12","0","0","0","1680","6.39"
"P92621","Premier Health Team","WN7 2PE","53.493519","-2.511927","E08000010",4357,"12","0","4","6","1110","6.75"
"P92010","Beech Hill Medical Practice","WN6 7PD","53.555654","-2.644352","E08000010",11601,"48","2","20","10","5914","7.94"
"P92003","The Dicconson Group Practice","WN6 7LB","53.549467","-2.644891","E08000010",9720,"32","6","18","8","3303","5.63"
"P92014","Standish Medical Practice","WN6 0HD","53.584471","-2.660453","E08000010",13375,"32","4","30","6","3224","7.85"
"P92019","Pemberton Surgery","WN5 9QX","53.538479","-2.669697","E08000010",10480,"38","2","16","8","3054","6.34"
"P92021","Newtown Medical Practice","WN5 9QX","53.538479","-2.669697","E08000010",6071,"20","2","8","4","2070","6.55"
"P92031","Platt House Surgery","WN2 5NG","53.522279","-2.595925","E08000010",4575,"14","0","4","2","2220","6.67"
"P92004","Dr Tun & Partners","WN2 3HQ","53.532102","-2.583571","E08000010",7390,"18","0","12","8","5212","2.32"
"P92016","Pennygate Medical Centre","WN2 2QG","53.540002","-2.576271","E08000010",19104,"74","4","36","14","8881","10.38"
"P92015","Aspull Surgery","WN2 1XH","53.569599","-2.586036","E08000010",6086,"20","0","10","6","2188","5.98"
"P92011","Sullivan Way Surgery","WN1 3TB","53.549154","-2.622534","E08000010",7997,"22","4","22","8","4070","9.80"
"P92026","Longshoot Medical Practice","WN1 3NH","53.54967","-2.620127","E08000010",7473,"28","6","10","6","2878","6.65"
"P92030","Dr Seabrook","WN1 2AZ","53.55143","-2.632499","E08000010",4496,"14","2","4","2","1101","5.44"
"P92634","Mesnes View Surgery","WN1 1ST","53.550807","-2.633048","E08000010",4901,"20","4","6","2","1428","8.29"
"P92042","Dr Kk Chan & Partners","M46 9DE","53.524185","-2.489022","E08000010",9055,"30","8","8","6","4018","5.18"
"P92626","Meadowview Surgery","M46 0LE","53.527489","-2.500811","E08000010",6320,"16","2","14","4","3155","2.05"
"P92651","Lowton & Platt Bridge Surgery","WA3 2AQ","53.471912","-2.561186","E08000010",5637,"26","8","10","2","2200","5.98"
"P92602","Foxleigh Family Surgery","WN7 2PE","53.493519","-2.511927","E08000010",2461,"10","0","2","0","829","4.43"
"P92023","Brookmill Medical Centre","WN7 2RB","53.496441","-2.50958","E08000010",8883,"40","2","20","4","2731","7.14"
"Y00050","Lilford & Pennington Park Surgery","WN7 2PE","53.493519","-2.511927","E08000010",7040,"20","2","12","4","2611","7.65"
"Y02322","Leigh Family Practice","WN7 2PE","53.493519","-2.511927","E08000010",9591,"22","4","2","4","2749","7.68"
"P92607","Grasmere Surgery","WN7 1HR","53.503236","-2.511455","E08000010",7893,"30","4","12","6","2757","7.35"
"P92615","The Avenue Surgery","WN7 1HR","53.503236","-2.511455","E08000010",4860,"14","4","6","6","2021","8.55"
"P92012","High Street Surgery","WA3 3GS","53.47988","-2.595495","E08000010",4523,"20","2","8","2","1664","5.57"
"P92630","Golborne Surgery","WA3 3GS","53.47988","-2.595495","E08000010",2951,"18","4","6","2","941","6.63"
"P92029","Westleigh Medical Practice","WN7 5JE","53.510851","-2.526024","E08000010",4480,"18","2","8","4","1652","6.76"
"P92639","Shahbazi Ss","WA3 3GS","53.47988","-2.595495","E08000010",3077,"14","2","4","2","829","6.72"
"P92002","Braithwaite Rd Surgery","WA3 2HY","53.477412","-2.574985","E08000010",5155,"22","6","4","2","1878","4.19"
"Y02885","Marsh Green Medical Practice","WN5 0QL","53.549233","-2.6673","E08000010",4116,"14","0","6","2","1434","4.15"
"P92008","Bradshaw Medical Centre","WN5 0AB","53.537889","-2.688594","E08000010",8716,"14","4","14","6","2981","7.41"
"P92041","Ssp Health Limited Ashton Medical Centre","WN4 9SU","53.494792","-2.642855","E08000010",8526,"18","14","6","8","3522","4.71"
